melhor;pior;media;mediana
1458;-1471680;-266330.64;309942.9261123254
1458;-1542835;-264510.735;281270.96784631856
1458;-1542835;-246704.5;272340.8127679177
1458;-1879592;-214645.14;285902.956092011
1458;-997568;-218854.43;248334.43948885764
1458;-1289925;-252726.64;296240.02054692135
1458;-1265992;-249559.64;286820.46820085973
1458;-1529136;-269016.31;291330.1037984641
1458;-1577235;-303630.43;335866.1620580512
1458;-1281873;-322290.695;323942.59427460603
1458;-1529136;-305090.45;313283.0114626669
1458;-1529136;-305721.83;307794.235286857
1458;-1577235;-287966.335;323672.55706627766
1458;-1577235;-291026.005;342593.8537592655
1458;-1512336;-269433.315;288176.38731583435
1458;-1268436;-244062.805;277134.32709820877
1458;-1169140;-231162.115;253993.43591640666
1458;-1306450;-291712.12;305304.7358614268
1458;-1296947;-257306.925;306838.509364355
1458;-1268436;-246084.54;276344.04284802015
1458;-1337798;-253397.065;295765.1693830948
1458;-1542835;-239658.04;285130.94819996017
1458;-1456312;-216490.55;253327.24857598226
1458;-1879592;-254076.445;309487.76419644925
1458;-1512336;-252703.53;288164.7633071731
1458;-1446398;-272983.695;294279.37040878687
1458;-1512336;-267229.555;313320.48952618305
1458;-1129036;-265627.105;279106.3201324076
1458;-1216656;-277150.22;291744.9421932137
1458;-1248506;-286837.63;295697.50589393394
1458;-1312976;-280557.705;294853.7162092043
1458;-1456312;-249513.975;278255.28834222426
1458;-1593753;-260586.445;308284.5620182058
1458;-1337798;-259132.225;279091.97233817814
1458;-1413992;-271387.275;281818.3394516393
1458;-1280988;-271959.29;292776.5714103775
1458;-1262366;-241194.915;276543.9059974162
1458;-1879592;-252029.88;307564.22848285787
1458;-1306450;-288303.32;317876.8063452846
1458;-1512336;-296552.43;312853.98578369606
1458;-1542835;-293726.15;307474.9706957259
1458;-1222100;-268283.435;301092.88547063974
1458;-1425228;-260284.77;292814.0993461843
1458;-1568812;-299787.77;306778.03818204964
1458;-1471680;-282399.095;294539.4959007976
1458;-1568812;-269741.08;305655.0756913151
1458;-1577235;-282000.79;303220.09213587065
1458;-1577235;-265231.195;319986.20072901103
1458;-1529136;-239510.28;275675.23183527315
1458;-1200594;-251945.0;264101.57079839567
1458;-1290450;-220984.595;257205.59398660244
1458;-1312976;-255928.935;282476.7441429307
1458;-1183624;-230947.635;271050.23308983113
1458;-1456312;-242958.87;272711.3020886797
1458;-1193297;-259030.555;282693.66596967995
1458;-1879592;-275183.68;304339.8723267749
1458;-1593753;-259607.405;305484.0129122324
1458;-1529136;-266335.19;288337.2663294391
1458;-1224405;-280906.815;288009.3750441134
1458;-1529136;-292803.585;309267.43443534884
1458;-1446398;-305220.365;289398.2284922314
1458;-1577235;-259584.86;287216.1293199955
1458;-1593753;-288975.265;338903.3711534377
1458;-1471680;-273793.81;311873.64408744755
1458;-1192800;-287714.81;297403.8621506686
1458;-1456312;-283206.2;302545.34678388294
1458;-1181648;-279485.64;271339.14495512884
1458;-1497376;-256802.775;289181.0400214619
1458;-1577235;-255245.825;294460.3309965102
1458;-1186515;-250528.98;292365.06855823187
1458;-1191888;-247337.55;277135.96288381174
1458;-1593753;-236921.64;270304.10863013234
1458;-1497376;-255279.24;303120.44643392565
1458;-1305043;-242762.245;286840.53781910776
1458;-1568812;-268602.795;321241.6610483655
1458;-1568812;-284168.505;319971.1158198502
1458;-1296947;-278132.445;301095.89552208607
1458;-1456312;-277585.845;283363.9641298466
1458;-1186515;-240632.97;276434.4546409132
1458;-1281873;-243157.9;252487.1187301641
1458;-1312976;-216816.01;261672.67734251486
1458;-1577235;-223178.625;261617.36328927858
1458;-1529136;-214523.69;269797.9744646796
1458;-1216656;-192513.955;259182.91220906712
1458;-1560000;-237089.92;294614.1336979161
1458;-1312976;-211357.495;258714.5104181827
1458;-973401;-211636.115;253174.32512790823
1458;-1239175;-193728.705;244070.61228789506
1458;-1413992;-192098.74;251698.4161178461
1458;-1879592;-225453.205;282784.7267671169
1458;-1194702;-243967.465;272779.09878802806
1458;-1425228;-220099.92;254472.94821427207
1458;-1161982;-236865.025;262013.199906597
1458;-1252995;-224928.275;246590.1697722344
1458;-1143786;-210659.68;236342.8414038335
1458;-1268436;-222970.345;274564.10121510056
1458;-1425228;-262108.415;305854.96044066834
1458;-1314572;-258861.745;304715.78306292236
1458;-1262366;-257618.325;291027.62554482586
1458;-1230376;-240627.155;287399.5797400563
1458;-1560000;-285823.205;318446.0273719755
1458;-1262366;-279076.68;306481.3195485128
1458;-1425228;-290535.615;299709.4312400542
1458;-1215248;-314533.1;303774.17344504455
1458;-1542835;-293932.875;314425.69039725326
1458;-1281873;-289694.345;320881.0745222846
1458;-1604052;-315870.51;318737.5847034985
1458;-1577235;-322763.495;323431.79513548134
1458;-1201093;-289451.63;289293.32059572876
1458;-1446398;-279148.08;295751.45565469936
1458;-1253510;-261637.84;298681.0512752264
1458;-1230376;-271595.78;296121.37171427126
1458;-1281873;-253027.48;275863.0162150222
1458;-1305043;-211208.2;241536.9739328329
1458;-1171100;-227842.105;258524.97128259
1458;-1446398;-244514.355;296812.92661410314
1458;-1560000;-332697.855;336236.4220394988
1458;-1568812;-333652.41;366690.11110446096
1458;-1568812;-306093.485;307186.2157443263
1458;-1529136;-290758.11;309843.8499965876
1458;-1446398;-273770.96;317905.18662753585
1458;-1425228;-253189.795;306077.8013859433
1458;-1289925;-221808.34;277823.7044641519
1458;-1265992;-275287.0;305572.1263684402
1458;-1274000;-282992.235;316337.6298298857
1458;-1446398;-278353.735;308214.9715980792
1458;-1593753;-306158.485;330921.4696118851
1458;-1879592;-326712.465;342993.78036126075
1458;-1604052;-328431.145;365261.34516963875
1458;-1529136;-351258.61;325620.3394743453
1458;-1568812;-319609.65;322407.773386495
1458;-1306450;-297312.9;298298.8070435415
1458;-1162353;-253157.325;270745.71928054444
1458;-1337798;-294352.9;305035.36395955796
1458;-1322520;-309200.175;322282.41663730954
1458;-1542835;-286040.125;291546.771899672
1458;-1542835;-278509.355;299225.7689076076
1458;-1215248;-302163.475;280120.31509290676
1458;-1230376;-290233.24;280587.78443899227
1458;-1230376;-295670.735;304670.4166514281
1458;-1192800;-258391.78;271447.1307153413
1458;-1262366;-261384.225;264466.3667213364
1458;-1542835;-274011.97;317361.2614680139
1458;-1604052;-252088.66;294999.20013449935
1458;-1222100;-247445.02;272454.868338739
1458;-1568812;-272195.705;323192.42526230094
1458;-1281873;-252089.17;285479.63046431367
1458;-1210322;-242476.015;289610.5134859658
1458;-1169688;-265867.775;294672.2990559078
1458;-1593753;-270086.055;302907.4269558143
1458;-1593753;-250552.2;295565.90180924116
1458;-1471680;-295840.44;307837.3372074226
1458;-1289925;-249195.2;299335.15601041587
1458;-1296947;-239675.97;280726.11477498687
1458;-1471680;-234889.46;291705.82120446005
1458;-1604052;-247642.04;270945.65089801385
1458;-1577235;-260047.955;296892.00812915625
1458;-1194702;-288776.575;298065.2188984055
1458;-1248506;-296520.865;286091.05680603994
1458;-1181648;-239848.715;254707.17112942418
1458;-1305043;-215982.805;255444.81975760826
1458;-1201093;-223747.31;269683.2958485822
1458;-1162353;-233365.1;254114.64615035476
1458;-1252995;-255784.23;283960.19352757366
1458;-1446398;-264326.545;300356.40883643215
1458;-1879592;-275837.34;334580.72420652746
1458;-1322520;-238744.235;287968.3829670191
1458;-1185106;-224571.3;278378.89741454896
1458;-1604052;-225575.575;304780.6478015367
1458;-1337798;-217197.2;292197.63827206066
1458;-1033017;-180962.665;244629.91450236164
1458;-1529136;-182163.975;253461.3838175243
1458;-1277856;-205397.675;261357.7462940392
1458;-1577235;-217213.545;261164.73197477864
1458;-1497376;-234749.03;283820.57383870025
1458;-1446398;-249853.615;302005.3643577822
1458;-1879592;-260304.8;322110.3071652629
1458;-1337798;-271898.34;302540.58352907695
1458;-1879592;-255168.695;303604.2475439729
1458;-1879592;-264146.415;321128.72329539875
1458;-1191888;-231972.215;260299.12339162573
1458;-1056510;-229727.235;265514.4456711344
1458;-1542835;-262861.835;300432.830680017
1458;-1413992;-281874.815;299462.0609813884
1458;-1186515;-298360.365;298564.4453225162
1458;-1201093;-269431.52;273937.82991228066
1458;-1306450;-252072.355;271573.52937296557
1458;-928188;-239705.66;255087.1566188788
1458;-1560000;-232902.65;251896.44521224886
1458;-1083883;-216824.31;253186.14362850488
1458;-1129514;-248801.315;280106.91071875714
1458;-1201093;-263015.07;288372.4371871817
1458;-1497376;-220965.405;277123.04707631405
1458;-1568812;-244450.495;303509.67641266395
1458;-1115796;-204385.82;252763.59875946853
1458;-1568812;-227899.515;300119.36142396706
1458;-1258145;-238527.57;285341.7886263859
1458;-1206909;-227875.615;267270.4455809074
1458;-1593753;-247164.235;270299.5438349643
1458;-1560000;-243361.38;287562.88676801743
1458;-1132800;-245991.0;274776.5245948787
1458;-1560000;-260674.635;301647.60580253537
1458;-1568812;-224921.695;264219.78551134653
1458;-1129514;-226197.43;238792.47639309138
1458;-980094;-213515.73;256203.7218172037
1458;-980094;-213515.73;256203.7218172037
